,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1282,609.0,1,0.5,0,4,1,10,0.1,81.0,6,6,113.0,1524.0,1905.0,16,3,18,1,1,1,1
972,1330.0,0,0.9,0,6,1,52,0.8,84.0,4,12,462.0,1304.0,3269.0,19,6,8,1,1,0,3
627,1227.0,1,1.1,1,0,0,34,0.2,130.0,3,3,935.0,1781.0,1324.0,7,3,12,0,1,1,1
632,946.0,0,2.1,0,0,1,19,0.2,154.0,8,0,159.0,630.0,2104.0,7,4,16,1,1,0,1
1306,1426.0,1,0.8,0,2,1,42,0.6,84.0,3,10,715.0,1163.0,1356.0,15,9,16,1,0,1,1
1400,1325.0,1,0.5,0,0,1,13,1.0,133.0,4,8,1353.0,1915.0,3707.0,19,3,18,1,1,0,3
1408,1791.0,1,0.5,1,1,1,33,0.5,110.0,5,4,371.0,682.0,594.0,17,8,16,1,0,1,0
1248,1935.0,0,0.5,0,0,1,29,0.6,124.0,5,9,806.0,860.0,455.0,9,2,6,1,0,1,0
1952,797.0,1,1.5,1,4,0,18,0.6,81.0,8,20,888.0,1466.0,2052.0,9,3,14,1,1,1,1
1254,1083.0,0,1.0,0,6,0,52,0.9,126.0,2,20,925.0,1469.0,681.0,19,18,19,1,1,1,0
1496,1868.0,1,0.5,0,2,1,40,0.9,179.0,8,17,576.0,884.0,298.0,8,2,17,1,1,0,0
1371,601.0,1,1.7,1,3,1,6,0.8,169.0,4,11,818.0,1827.0,2651.0,14,8,9,1,0,1,2
1529,1831.0,1,2.2,1,4,0,55,1.0,189.0,8,9,1693.0,1790.0,1133.0,14,3,10,0,1,0,1
1663,1416.0,1,1.8,1,0,0,20,0.1,93.0,4,0,1175.0,1578.0,3872.0,10,2,7,0,0,1,3
1354,1998.0,1,1.2,0,8,0,31,0.6,196.0,8,19,50.0,1356.0,2311.0,17,9,18,1,1,0,2
1925,1830.0,1,0.5,0,5,0,14,0.8,160.0,6,6,773.0,1353.0,1905.0,16,3,19,1,1,1,2
1900,1619.0,1,1.9,0,2,1,21,0.4,138.0,1,9,46.0,562.0,1641.0,7,2,13,1,0,0,1
1643,1713.0,1,2.0,0,9,1,5,0.7,199.0,6,16,108.0,1963.0,1513.0,15,6,2,1,0,1,1
1848,1792.0,1,1.0,0,3,1,62,0.3,170.0,7,8,1626.0,1913.0,2563.0,18,14,15,1,0,1,3
795,1442.0,0,2.2,0,0,1,56,0.7,145.0,5,3,1626.0,1668.0,1513.0,11,8,7,1,1,0,2
645,1841.0,1,1.3,1,6,0,14,0.6,167.0,8,8,593.0,672.0,2304.0,7,1,18,0,0,1,2
1012,536.0,1,1.4,0,0,1,53,0.7,135.0,3,0,547.0,705.0,1211.0,15,10,7,1,0,1,0
1839,1660.0,0,0.6,0,2,1,24,0.8,169.0,2,3,223.0,1777.0,2402.0,12,10,14,1,1,1,2
556,1552.0,0,1.2,0,10,1,53,0.3,180.0,8,18,430.0,658.0,2606.0,13,6,12,1,0,0,2
681,1694.0,1,0.6,0,0,1,34,0.3,102.0,7,7,377.0,549.0,2298.0,17,5,2,1,1,0,2
577,934.0,0,1.1,0,7,0,24,0.8,112.0,5,12,1111.0,1463.0,1017.0,12,7,9,0,0,1,0
1109,1542.0,0,2.3,0,1,0,43,0.8,182.0,2,11,346.0,966.0,3601.0,14,4,16,0,0,0,3
1266,1020.0,0,1.5,0,13,1,7,0.7,96.0,3,18,870.0,1613.0,1142.0,13,9,8,1,0,1,1
1722,1831.0,1,2.3,0,3,1,44,0.2,148.0,7,14,437.0,1113.0,2460.0,10,5,18,1,0,0,2
1183,1744.0,0,2.8,0,0,1,62,0.7,158.0,1,0,621.0,1558.0,345.0,10,6,14,1,0,0,0
524,825.0,0,0.5,1,0,1,23,0.1,86.0,2,0,206.0,1917.0,3278.0,8,6,2,1,0,1,3
1059,1925.0,0,3.0,1,0,1,16,0.8,175.0,8,11,983.0,1087.0,2173.0,7,3,19,1,1,0,2
540,504.0,1,0.5,1,5,0,16,0.1,166.0,1,9,767.0,1665.0,701.0,17,15,15,1,0,1,0
1194,1299.0,0,2.8,1,2,0,60,0.8,187.0,8,6,1333.0,1838.0,1412.0,13,1,20,0,1,1,1
1678,854.0,0,1.0,0,5,1,17,0.9,101.0,4,9,730.0,1148.0,3115.0,7,0,2,1,0,0,2
748,798.0,0,2.4,0,5,0,4,0.2,96.0,3,9,526.0,643.0,2965.0,15,7,14,1,1,0,2
1851,1077.0,1,2.5,0,13,1,49,0.6,131.0,4,14,334.0,1079.0,3454.0,17,11,2,1,0,1,3
1430,1672.0,1,1.7,1,1,1,44,0.5,172.0,8,4,1250.0,1435.0,1348.0,11,6,7,1,1,1,1
484,1579.0,1,1.5,0,0,0,27,0.2,142.0,6,18,831.0,1484.0,1713.0,16,4,10,1,1,1,1
1757,1944.0,1,0.5,0,1,1,26,0.5,92.0,4,9,313.0,712.0,2322.0,19,8,7,1,0,1,2
95,1137.0,1,1.0,0,18,0,7,1.0,196.0,3,19,942.0,1179.0,3616.0,13,5,12,1,1,1,3
1020,1119.0,0,0.5,1,0,1,23,0.4,164.0,4,1,821.0,915.0,3520.0,7,4,7,1,0,0,3
563,1290.0,0,0.5,0,0,0,3,0.1,143.0,6,4,600.0,1109.0,1214.0,9,8,15,0,1,1,1
1264,676.0,0,2.2,0,1,1,39,0.2,84.0,1,5,864.0,1011.0,2064.0,13,7,6,1,0,0,1
742,1822.0,0,1.2,0,0,0,8,0.2,195.0,6,0,172.0,910.0,2577.0,9,5,8,1,1,0,2
863,1425.0,0,1.2,0,9,1,35,0.7,127.0,8,14,150.0,1897.0,590.0,13,2,6,1,1,1,0
1598,1851.0,0,2.9,0,0,0,53,0.7,112.0,6,2,174.0,1175.0,2678.0,6,0,8,1,0,0,2
1714,1698.0,0,2.8,0,10,1,7,0.8,131.0,8,12,26.0,508.0,2992.0,15,3,17,1,1,0,2
1484,1689.0,1,0.5,0,11,0,9,0.5,150.0,5,15,467.0,675.0,2637.0,8,4,3,1,0,0,2
891,1652.0,0,0.6,1,4,1,40,1.0,198.0,7,6,352.0,1084.0,3592.0,7,6,6,1,0,0,3
1577,999.0,0,1.7,0,6,0,49,0.6,132.0,1,17,608.0,1970.0,1598.0,7,0,8,0,1,0,1
1038,1122.0,0,2.8,0,0,0,28,0.6,184.0,3,4,1578.0,1963.0,1402.0,14,10,3,0,1,0,1
206,1642.0,0,0.5,1,16,1,8,0.3,171.0,6,17,129.0,873.0,2984.0,13,4,17,1,0,1,2
392,1860.0,1,2.3,0,15,0,23,0.6,162.0,4,16,1362.0,1506.0,3918.0,9,2,8,0,1,0,3
794,967.0,1,1.6,0,4,0,25,0.6,92.0,8,9,243.0,1642.0,3076.0,7,4,18,0,1,1,2
870,1673.0,0,2.8,1,7,0,9,0.1,187.0,3,10,65.0,734.0,3669.0,9,1,10,1,0,1,3
397,880.0,1,1.7,1,0,0,33,0.7,173.0,2,2,30.0,1350.0,1414.0,12,1,7,1,1,0,0
766,1872.0,1,0.9,1,0,0,16,0.5,80.0,2,2,286.0,1484.0,2295.0,15,11,16,0,0,1,2
1841,592.0,0,0.8,1,1,0,52,0.9,103.0,7,10,332.0,970.0,1507.0,5,0,4,0,0,1,0
1241,1221.0,0,2.3,0,7,1,35,0.4,152.0,7,19,765.0,1899.0,2638.0,19,16,14,1,1,1,2
1028,957.0,1,0.7,0,0,1,4,0.1,160.0,2,0,38.0,1682.0,1898.0,12,4,3,1,1,0,1
1792,1777.0,0,2.2,1,0,0,15,0.2,100.0,4,7,553.0,874.0,1552.0,10,8,10,1,1,0,1
642,1063.0,1,2.5,0,0,1,31,0.9,95.0,6,10,295.0,935.0,961.0,16,6,5,1,1,0,0
1891,1367.0,0,2.9,0,4,0,56,0.8,176.0,2,6,36.0,642.0,299.0,6,2,10,0,1,0,0
612,1836.0,1,2.1,1,0,1,30,0.2,184.0,7,15,276.0,1230.0,3072.0,7,3,5,1,1,0,3
1762,808.0,1,0.5,1,3,0,46,0.5,105.0,8,15,119.0,529.0,1082.0,15,5,10,1,0,1,0
960,1596.0,0,2.9,1,7,0,7,0.7,149.0,2,9,169.0,1190.0,2493.0,14,12,13,1,1,1,2
1570,1546.0,1,1.6,1,2,1,27,0.7,124.0,2,6,1138.0,1491.0,267.0,12,10,16,1,1,0,0
725,1981.0,1,1.9,1,13,0,45,0.3,175.0,6,18,193.0,1234.0,1380.0,10,1,13,0,1,0,1
683,1713.0,0,2.5,1,1,0,27,0.9,127.0,7,3,729.0,974.0,2406.0,13,10,20,1,0,1,2
98,657.0,0,2.5,0,0,0,37,0.7,141.0,2,1,476.0,961.0,1412.0,14,3,18,0,1,0,0
804,1929.0,1,0.5,1,0,1,19,1.0,163.0,6,2,349.0,1051.0,1913.0,12,7,6,1,1,0,1
1751,508.0,1,1.3,0,1,0,50,0.7,82.0,5,9,102.0,1195.0,2175.0,14,4,14,0,0,1,1
1597,848.0,1,2.8,0,1,0,8,0.1,103.0,7,3,7.0,1294.0,436.0,10,6,15,1,1,1,0
406,1007.0,0,2.0,0,0,0,45,0.1,95.0,5,2,1186.0,1529.0,3648.0,9,0,16,0,0,0,3
502,1661.0,1,0.8,1,1,1,6,1.0,109.0,7,2,594.0,1337.0,864.0,9,8,2,1,0,1,1
1071,1540.0,0,0.7,1,1,0,60,0.8,197.0,7,12,704.0,822.0,1591.0,19,0,2,1,0,1,1
1056,812.0,0,0.5,1,1,0,64,1.0,106.0,4,7,35.0,1309.0,3102.0,6,0,2,0,0,0,2
929,1689.0,1,2.4,1,0,1,13,0.9,168.0,2,9,521.0,674.0,1172.0,12,11,17,1,1,1,0
779,819.0,1,2.5,1,0,1,11,0.2,83.0,8,1,438.0,822.0,1094.0,10,5,15,1,0,0,0
200,1703.0,1,0.5,0,0,1,22,0.6,192.0,1,0,286.0,1235.0,1046.0,5,4,13,1,0,1,0
134,1652.0,1,1.1,1,1,0,36,0.7,89.0,4,5,313.0,1264.0,2338.0,12,8,20,0,0,0,2
1051,864.0,0,1.7,0,3,1,35,0.3,103.0,3,7,663.0,1805.0,1904.0,12,8,13,1,1,1,1
40,1347.0,0,2.9,0,5,0,44,0.6,132.0,1,14,434.0,967.0,2484.0,18,2,11,1,0,1,2
1017,1221.0,0,0.5,0,1,1,28,0.5,139.0,1,7,1895.0,1976.0,2438.0,13,11,10,1,1,1,3
230,1488.0,0,0.5,0,1,0,39,0.8,112.0,5,6,1528.0,1647.0,3054.0,14,10,19,0,0,0,3
1513,1343.0,0,2.4,1,5,1,14,0.9,81.0,8,10,1063.0,1205.0,462.0,18,7,11,1,1,1,0
1796,793.0,1,2.8,1,1,1,64,0.4,179.0,4,2,818.0,1006.0,2296.0,12,0,5,1,1,0,1
378,1058.0,0,1.5,0,2,0,19,0.4,166.0,4,14,493.0,1247.0,418.0,9,7,16,0,0,1,0
288,1191.0,0,1.3,1,16,1,26,0.8,84.0,1,20,681.0,683.0,1604.0,14,3,9,1,0,1,1
418,1483.0,0,2.1,0,1,1,54,0.2,176.0,7,2,531.0,758.0,1851.0,15,13,2,1,1,0,1
1698,1619.0,1,0.9,0,3,0,20,0.9,117.0,6,9,813.0,1180.0,464.0,7,5,16,1,0,1,0
391,1036.0,1,2.4,0,0,0,39,0.2,119.0,7,3,373.0,926.0,2101.0,10,7,2,0,1,0,1
592,1263.0,0,0.5,0,12,0,64,0.3,175.0,5,18,178.0,1883.0,1183.0,14,3,17,0,0,1,1
1522,826.0,1,2.4,1,14,1,57,0.6,117.0,2,17,1077.0,1183.0,1907.0,15,14,5,1,0,0,1
1162,865.0,0,1.2,1,8,0,59,0.1,159.0,3,9,805.0,1804.0,2361.0,16,11,19,1,0,1,2
1086,1869.0,0,2.6,0,0,1,30,0.4,152.0,1,13,163.0,874.0,1375.0,15,3,19,1,0,0,1
1495,1472.0,0,3.0,0,4,1,20,0.3,169.0,2,6,443.0,892.0,797.0,6,1,11,1,1,0,0
647,1762.0,1,2.7,1,13,1,25,0.9,189.0,1,14,300.0,527.0,1896.0,14,10,20,1,1,1,1
1152,1009.0,1,1.0,1,2,0,2,0.6,102.0,8,14,912.0,1043.0,1716.0,7,5,15,0,0,0,1
1367,598.0,1,0.8,1,8,1,62,0.1,117.0,8,9,118.0,764.0,3066.0,11,2,19,1,1,0,2
520,1875.0,1,0.5,1,11,1,55,0.7,91.0,1,17,1802.0,1942.0,2712.0,7,2,6,1,0,1,3
1862,1043.0,0,2.7,0,3,0,29,0.2,83.0,8,17,887.0,893.0,1183.0,5,3,8,1,0,0,0
64,702.0,0,2.6,1,2,1,9,0.7,141.0,3,3,504.0,1570.0,2955.0,10,4,19,1,0,0,2
1836,1715.0,0,1.3,0,0,1,12,0.3,94.0,8,6,1224.0,1676.0,1633.0,15,10,5,1,1,1,2
14,1866.0,0,0.5,0,13,1,52,0.7,185.0,1,17,356.0,563.0,373.0,14,9,3,1,0,1,0
1180,1479.0,1,1.8,1,0,1,24,0.1,146.0,6,0,327.0,645.0,3762.0,12,10,5,1,0,0,3
1064,1872.0,0,0.5,1,3,0,17,0.7,89.0,6,6,1749.0,1767.0,724.0,17,3,9,1,0,1,1
492,857.0,1,2.0,1,3,0,17,0.2,195.0,7,9,157.0,948.0,3100.0,17,5,13,1,1,0,2
379,1187.0,1,2.2,0,0,1,46,0.4,145.0,2,9,1173.0,1814.0,3917.0,13,11,8,1,0,1,3
187,1934.0,1,2.6,1,0,1,46,0.1,103.0,1,17,619.0,1299.0,2940.0,13,9,2,1,1,1,3
763,1741.0,1,1.8,0,0,0,14,0.7,143.0,8,0,730.0,1895.0,3387.0,11,3,3,1,0,0,3
216,1154.0,0,1.2,1,0,1,49,0.2,181.0,8,2,541.0,1499.0,978.0,5,3,7,1,0,1,0
791,1520.0,0,0.5,0,1,1,24,0.7,199.0,5,8,109.0,1909.0,3233.0,13,3,4,1,0,1,3
1076,516.0,0,1.1,1,0,1,39,0.4,91.0,5,7,855.0,1401.0,819.0,8,0,10,1,1,1,0
878,1366.0,1,1.7,1,5,1,53,0.2,161.0,5,9,647.0,1876.0,3869.0,17,5,14,1,0,1,3
337,668.0,0,2.3,0,2,1,48,0.3,114.0,1,19,195.0,1292.0,1201.0,14,12,4,1,1,0,0
1772,1577.0,0,1.0,1,0,1,64,0.1,105.0,3,7,116.0,1432.0,2967.0,7,3,7,1,1,1,3
719,1068.0,0,2.0,1,1,1,37,0.9,184.0,7,13,186.0,1998.0,1803.0,5,4,7,1,0,0,1
1748,936.0,1,2.3,0,5,1,57,0.2,129.0,2,6,657.0,938.0,2049.0,12,8,5,1,1,0,1
295,1162.0,0,2.0,0,0,1,56,0.7,114.0,7,1,56.0,997.0,1652.0,5,0,20,1,0,0,1
1725,1117.0,1,0.5,1,2,0,21,0.1,177.0,2,19,495.0,1035.0,1999.0,15,9,2,1,0,1,1
1016,551.0,1,2.8,0,0,1,54,0.1,172.0,7,15,169.0,1916.0,1414.0,6,1,19,1,0,1,0
1275,1733.0,1,1.5,1,4,1,6,0.9,170.0,1,15,590.0,997.0,3488.0,6,4,10,1,1,1,3
1750,1339.0,1,0.5,1,10,1,21,0.5,80.0,4,11,833.0,1441.0,867.0,8,3,3,1,1,0,0
1485,742.0,1,2.3,0,0,0,21,0.7,104.0,8,1,875.0,925.0,331.0,11,8,7,1,0,0,0
455,1747.0,1,0.9,0,6,1,48,0.7,94.0,3,19,947.0,1131.0,2362.0,17,2,19,1,1,0,2
1996,1965.0,1,2.6,1,0,0,39,0.2,187.0,4,3,915.0,1965.0,2032.0,11,10,16,1,1,1,2
815,1512.0,1,0.5,0,1,0,52,0.1,131.0,1,14,333.0,952.0,3002.0,6,5,7,0,0,1,2
1886,1082.0,0,2.3,1,11,0,2,1.0,101.0,4,20,398.0,724.0,2177.0,12,2,17,0,1,0,1
269,1281.0,1,2.3,1,0,0,28,0.3,148.0,1,6,1285.0,1617.0,1129.0,12,1,6,0,1,0,1
995,1456.0,0,1.6,1,5,0,49,0.2,193.0,3,20,1285.0,1427.0,3624.0,12,11,16,1,1,0,3
201,1445.0,1,2.4,1,7,1,20,0.4,173.0,7,15,1273.0,1345.0,1441.0,7,4,13,1,1,1,1
161,961.0,1,1.5,1,10,0,51,0.3,152.0,6,16,554.0,621.0,2981.0,15,6,7,1,1,1,2
1579,1715.0,0,2.6,1,9,1,15,0.6,120.0,6,20,114.0,1849.0,1249.0,16,2,4,1,1,0,1
729,1135.0,1,2.8,1,9,0,43,0.4,158.0,1,11,690.0,1589.0,3204.0,18,13,6,1,0,0,3
401,1042.0,0,2.7,1,16,1,50,0.8,93.0,7,18,727.0,1705.0,3215.0,18,0,20,1,1,1,3
702,535.0,0,1.5,0,1,1,48,0.7,113.0,1,4,290.0,811.0,740.0,11,10,18,1,1,0,0
1500,1225.0,0,0.7,1,6,0,60,0.1,107.0,2,15,10.0,1567.0,2423.0,17,11,6,1,0,0,2
1845,1546.0,1,0.5,1,3,1,6,0.2,101.0,1,4,91.0,1317.0,3521.0,15,11,9,1,0,0,3
1795,527.0,0,0.7,1,4,0,53,0.9,128.0,1,11,67.0,1924.0,1302.0,13,7,13,0,0,0,0
1129,1562.0,1,1.2,1,0,1,52,0.1,105.0,7,9,480.0,728.0,2829.0,13,10,3,1,1,1,2
565,1271.0,1,0.5,0,12,0,32,0.1,113.0,7,15,1350.0,1949.0,445.0,15,14,14,0,0,1,0
1413,1303.0,1,2.1,0,6,1,10,0.4,109.0,8,15,1335.0,1873.0,2219.0,9,3,15,1,1,1,2
1021,1699.0,0,0.5,1,1,0,59,0.5,97.0,4,3,466.0,1768.0,3796.0,17,10,12,0,1,1,3
1025,1081.0,1,2.5,1,13,0,49,1.0,99.0,3,17,284.0,519.0,325.0,9,1,6,0,0,1,0
1411,714.0,1,0.5,0,1,0,30,0.3,145.0,4,2,643.0,1527.0,2302.0,12,10,10,0,1,1,1
1895,1349.0,1,2.1,1,3,0,46,0.9,134.0,6,12,212.0,623.0,2367.0,11,7,10,1,0,1,1
1585,1992.0,1,0.6,1,11,0,2,0.1,141.0,1,14,649.0,895.0,3206.0,10,9,10,1,1,0,3
1104,989.0,1,1.8,1,4,1,55,0.7,124.0,1,12,46.0,1069.0,1737.0,8,5,10,1,0,1,1
205,765.0,0,0.5,1,0,1,47,0.3,115.0,8,1,1277.0,1429.0,2243.0,11,7,4,1,0,1,2
34,644.0,1,2.7,0,0,0,22,0.7,157.0,8,3,311.0,881.0,1262.0,12,1,15,1,0,0,0
775,1160.0,0,1.1,0,1,1,63,0.7,166.0,3,2,762.0,859.0,595.0,18,4,15,1,0,1,0
508,581.0,0,2.2,0,0,0,59,0.7,185.0,5,6,803.0,1613.0,2819.0,19,17,9,0,0,1,2
1451,531.0,1,0.5,1,0,1,12,0.5,121.0,4,3,158.0,1657.0,2331.0,18,12,20,1,0,1,1
1478,1254.0,1,2.3,0,0,1,44,0.2,149.0,1,10,204.0,1021.0,3011.0,7,4,12,1,1,0,2
1970,1913.0,1,1.8,0,0,0,29,0.6,111.0,5,4,675.0,742.0,2023.0,17,13,8,1,1,0,2
1390,1726.0,1,1.9,0,1,1,42,0.6,106.0,5,3,1221.0,1804.0,1868.0,16,7,6,1,0,0,2
91,1977.0,1,2.0,1,7,1,54,1.0,171.0,7,18,1226.0,1242.0,1971.0,18,7,14,1,1,0,2
1363,796.0,0,0.5,0,2,0,12,0.5,114.0,1,8,174.0,518.0,1075.0,7,3,2,0,1,0,0
897,1549.0,1,0.5,0,4,0,8,0.4,158.0,5,7,721.0,1514.0,1998.0,12,7,15,1,1,0,2
564,574.0,0,2.8,1,16,0,38,0.1,90.0,6,17,286.0,1171.0,3269.0,8,7,10,0,1,0,2
1369,818.0,0,0.5,1,2,1,23,0.2,192.0,5,17,586.0,1552.0,2518.0,19,12,3,1,1,0,2
776,827.0,0,1.1,1,2,1,18,0.9,160.0,2,16,448.0,821.0,1663.0,14,0,17,1,1,1,0
241,724.0,0,2.7,1,0,0,44,0.5,187.0,7,0,1273.0,1754.0,2311.0,7,6,7,1,0,0,2
13,803.0,1,2.1,0,7,0,17,1.0,198.0,4,11,344.0,1440.0,2680.0,7,1,4,1,0,1,2
315,1126.0,0,0.7,0,3,0,49,0.9,165.0,8,17,114.0,1726.0,3739.0,14,1,13,1,0,0,3
600,1170.0,0,2.9,1,2,0,40,0.4,169.0,6,5,427.0,684.0,2366.0,16,8,2,1,1,1,1
387,560.0,0,0.5,0,14,0,23,1.0,146.0,8,15,356.0,1903.0,2360.0,17,16,18,0,1,1,1
1297,956.0,0,1.9,1,1,0,42,0.1,133.0,7,11,403.0,1614.0,3700.0,10,0,7,1,1,0,3
166,748.0,1,1.7,0,0,1,27,0.9,150.0,8,4,450.0,1554.0,2126.0,18,9,7,1,0,0,1
840,1973.0,0,1.6,1,5,1,39,0.8,152.0,4,6,792.0,1181.0,1993.0,9,0,5,1,0,0,2
20,772.0,0,1.1,1,12,0,39,0.8,81.0,7,14,1314.0,1854.0,2819.0,17,15,3,1,1,0,3
646,543.0,1,0.5,1,4,1,60,0.7,132.0,5,7,693.0,1031.0,933.0,14,0,5,1,1,0,0
1842,969.0,0,1.8,1,2,1,44,0.6,158.0,3,7,167.0,909.0,641.0,9,1,8,1,0,1,0
1508,1554.0,0,2.8,1,7,0,23,0.1,105.0,6,18,699.0,1492.0,2184.0,13,9,20,1,0,1,2
1154,987.0,0,2.0,1,1,0,20,0.8,192.0,7,3,412.0,565.0,1454.0,11,3,8,1,1,0,0
1528,1028.0,1,2.8,0,1,1,30,0.1,193.0,1,10,1801.0,1923.0,1424.0,18,4,13,1,0,1,1
831,1808.0,1,0.5,1,1,0,31,0.5,92.0,2,16,714.0,1208.0,2736.0,9,1,8,0,0,1,3
1267,896.0,0,1.0,1,3,1,4,0.3,111.0,1,4,1379.0,1469.0,1060.0,12,10,4,1,1,1,1
1590,1640.0,0,0.5,1,1,1,36,0.9,87.0,8,11,664.0,1806.0,3235.0,6,1,10,1,0,1,3
1899,1837.0,0,0.5,0,9,0,36,0.9,162.0,4,20,786.0,872.0,770.0,14,1,15,0,0,1,0
562,1758.0,1,0.5,0,11,1,13,0.6,190.0,8,14,762.0,1864.0,1897.0,6,2,15,1,0,0,2
1951,1327.0,0,2.8,0,10,0,23,0.5,89.0,7,16,441.0,1721.0,872.0,7,5,4,1,1,1,0
686,1527.0,0,2.7,0,10,1,60,0.1,154.0,5,14,526.0,1116.0,2078.0,5,3,11,1,1,1,2
957,1754.0,1,2.1,1,1,1,52,1.0,101.0,4,3,199.0,1452.0,3019.0,11,6,19,1,0,1,3
189,1831.0,0,1.4,1,2,0,43,0.9,150.0,5,5,611.0,1381.0,3834.0,17,7,13,1,1,1,3
1806,628.0,1,1.8,0,5,0,60,0.2,87.0,6,6,1047.0,1534.0,1337.0,12,7,14,0,1,0,1
975,892.0,1,0.5,0,0,1,47,0.4,94.0,1,18,655.0,1782.0,1241.0,12,3,9,1,0,1,1
699,1979.0,1,2.9,1,0,1,19,1.0,176.0,3,9,1331.0,1532.0,411.0,8,2,2,1,1,1,0
1499,1742.0,1,0.5,1,5,1,43,0.9,176.0,3,7,356.0,1407.0,1921.0,9,2,3,1,1,0,2
1705,1290.0,1,1.4,1,19,1,35,0.3,110.0,4,20,405.0,742.0,879.0,16,2,8,1,0,0,0
510,687.0,1,1.3,0,9,1,50,0.6,151.0,4,20,584.0,1151.0,3416.0,14,6,8,1,1,0,3
1082,1044.0,1,2.8,1,7,0,33,0.6,129.0,4,13,42.0,1262.0,1816.0,17,16,15,1,0,1,1
474,1968.0,0,0.9,0,0,0,22,0.8,115.0,3,7,861.0,1259.0,2323.0,9,8,7,0,0,1,2
1584,1973.0,1,2.4,1,6,0,46,0.1,193.0,4,10,699.0,851.0,639.0,6,0,3,0,0,1,0
856,994.0,1,2.8,1,0,0,56,0.5,173.0,3,3,491.0,530.0,3190.0,5,2,20,1,1,1,2
747,1648.0,1,0.5,0,1,1,17,0.9,142.0,2,3,1119.0,1238.0,1184.0,6,2,2,1,0,1,1
252,708.0,1,2.7,1,0,1,63,1.0,195.0,8,7,78.0,654.0,2169.0,6,5,7,1,1,1,1
21,1709.0,1,2.1,0,1,0,13,1.0,156.0,2,2,974.0,1385.0,3283.0,17,1,15,1,0,0,3
1337,1159.0,0,1.5,0,3,0,36,0.4,104.0,4,8,717.0,1206.0,2115.0,8,7,18,0,0,0,2
459,513.0,1,0.5,0,6,1,44,0.1,186.0,4,12,619.0,867.0,1343.0,5,1,9,1,1,0,0
1184,1314.0,1,2.2,0,0,1,40,0.8,116.0,7,1,328.0,1858.0,3033.0,9,8,17,1,1,1,3
276,1662.0,0,0.5,0,0,1,61,0.8,126.0,4,13,32.0,1509.0,3760.0,9,5,13,1,1,1,3
955,1745.0,0,1.5,1,4,1,57,0.1,159.0,3,16,1164.0,1908.0,2885.0,13,11,5,1,1,1,3
1215,1898.0,0,1.8,1,3,1,56,0.2,185.0,7,4,444.0,739.0,2114.0,10,5,19,1,1,1,2
385,1880.0,1,1.8,0,4,1,18,0.7,138.0,3,5,71.0,699.0,3333.0,17,15,7,1,0,0,3
805,1642.0,1,1.6,1,0,0,5,0.4,102.0,5,2,1686.0,1889.0,1333.0,18,0,2,0,0,1,2
1437,1933.0,0,2.8,1,1,0,16,0.5,154.0,3,9,229.0,1473.0,838.0,14,2,18,0,1,0,0
1515,595.0,0,2.6,0,0,1,20,0.4,122.0,2,18,623.0,816.0,1593.0,19,11,2,1,0,1,0
343,1034.0,1,2.7,1,6,0,37,0.7,120.0,7,20,707.0,1199.0,3625.0,17,1,12,0,1,1,3
769,891.0,0,0.5,1,9,1,25,0.3,196.0,2,19,375.0,1724.0,2073.0,7,1,10,1,0,1,1
1332,614.0,0,2.9,1,3,1,24,0.2,94.0,4,7,409.0,603.0,1930.0,13,12,4,1,0,1,1
1685,1521.0,1,1.6,0,5,1,62,0.3,143.0,1,9,678.0,1630.0,3555.0,5,2,19,1,0,0,3
130,1414.0,0,2.0,1,2,0,54,0.8,99.0,7,3,262.0,829.0,3799.0,17,7,7,1,0,1,3
1687,535.0,0,1.9,0,5,0,24,0.2,190.0,8,19,398.0,1775.0,524.0,9,3,4,0,0,0,0
871,712.0,1,1.6,0,6,1,9,0.8,172.0,2,14,881.0,1234.0,3612.0,13,5,4,1,0,0,3
1123,1729.0,1,2.1,1,1,0,12,0.9,186.0,1,6,461.0,1178.0,1519.0,9,4,5,1,0,1,1
1396,539.0,0,1.5,0,6,1,26,0.2,137.0,6,8,1123.0,1709.0,3948.0,18,11,15,1,1,1,3
87,1083.0,1,2.9,1,1,1,64,0.8,178.0,3,11,1025.0,1118.0,3210.0,13,3,4,1,0,0,3
1482,520.0,0,2.3,0,0,1,31,0.8,145.0,6,14,264.0,519.0,2753.0,13,7,17,1,0,1,1
330,662.0,0,0.5,0,5,0,20,0.8,138.0,1,10,1001.0,1224.0,2125.0,17,15,15,0,1,1,1
1238,1597.0,1,0.9,0,4,1,4,0.5,85.0,1,19,880.0,1145.0,2130.0,8,3,15,1,1,0,2
466,1653.0,0,0.5,1,2,1,37,0.9,176.0,4,6,447.0,1785.0,3955.0,19,4,18,1,1,1,3
121,772.0,1,2.4,1,1,1,10,0.5,80.0,4,2,1242.0,1712.0,3242.0,18,11,4,1,1,0,3
1638,667.0,0,2.6,1,3,0,8,0.8,185.0,1,7,1015.0,1947.0,2528.0,11,8,8,0,1,0,2
1044,1218.0,1,2.8,1,3,0,39,0.8,150.0,7,14,1122.0,1746.0,1667.0,10,0,12,0,0,0,1
1724,1010.0,1,2.0,1,2,1,8,0.9,139.0,5,3,547.0,957.0,2625.0,15,11,12,1,1,0,2
